date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,1.056727,-1.676131,-0.141367,-0.550848,-1.223969,1.575099,-0.187449,1.474196,0.194928,1.417784
2014-01-03,1.053598,-1.684725,-0.221072,-0.544526,-1.218225,1.563308,-0.179093,1.474339,0.19045,1.419348
2014-01-06,1.044724,-1.762239,-0.232717,-0.511595,-1.212033,1.4489,-0.117496,1.478041,0.185942,1.411108
2014-01-07,1.050216,-1.780405,-0.19923,-0.466594,-1.215135,1.521111,-0.12572,1.482054,0.186463,1.417041
2014-01-08,1.055348,-1.787819,-0.254585,-0.465226,-1.21724,1.532367,-0.154872,1.486106,0.171876,1.417414
2014-01-09,1.049485,-1.768913,-0.236466,-0.471175,-1.213758,1.512487,-0.142613,1.489177,0.174689,1.433117
2014-01-10,1.042878,-1.779259,-0.238593,-0.494947,-1.207752,1.458964,-0.123511,1.488423,0.17168,1.427621
2014-01-13,1.038513,-1.787805,-0.245231,-0.506996,-1.202396,1.407016,-0.105991,1.495349,0.168759,1.413685
2014-01-14,1.046352,-1.805428,-0.302823,-0.455746,-1.212174,1.463346,-0.140607,1.493237,0.171692,1.414381
2014-01-15,1.050916,-1.819494,-0.271746,-0.461161,-1.215025,1.489275,-0.168417,1.503154,0.172065,1.423976
2014-01-16,1.051657,-1.81019,-0.254064,-0.453046,-1.214782,1.52823,-0.150548,1.500033,0.171167,1.364862
2014-01-17,1.052416,-1.830999,-0.308453,-0.464171,-1.214185,1.488437,-0.167475,1.506995,0.171585,1.367483
2014-01-20,1.051166,-1.820992,-0.275454,-0.453025,-1.20971,1.494128,-0.165398,1.503334,0.173265,1.364826
2014-01-21,1.057894,-1.820894,-0.507362,-0.459362,-1.215384,1.517593,-0.198992,1.500677,0.160618,1.370939
2014-01-22,1.058651,-1.878605,-0.234976,-0.48256,-1.220024,1.573245,-0.214648,1.503467,0.162534,1.374906
2014-01-23,1.065028,-1.886009,-0.2943,-0.504276,-1.224061,1.60419,-0.22298,1.506049,0.159757,1.383955
2014-01-24,1.070775,-1.907301,-0.33605,-0.507291,-1.230721,1.640725,-0.236988,1.505274,0.139157,1.388485
2014-01-27,1.072104,-1.914784,-0.329172,-0.564091,-1.230089,1.617595,-0.247507,1.497705,0.140049,1.39063
2014-01-28,1.070028,-1.91804,-0.337219,-0.573227,-1.228549,1.59585,-0.250473,1.491,0.154394,1.386903
2014-01-29,1.069842,-1.891055,-0.389817,-0.577862,-1.228194,1.577096,-0.260852,1.487152,0.15217,1.385542
2014-01-30,1.072298,-1.884199,-0.368501,-0.579423,-1.232624,1.566875,-0.217106,1.490788,0.127745,1.389742
2014-02-07,1.081152,-1.89504,-0.41346,-0.569151,-1.236576,1.60807,-0.286757,1.494912,0.148876,1.400886
2014-02-10,1.084331,-1.970155,-0.403118,-0.546043,-1.24213,1.674638,-0.31209,1.494366,0.139267,1.403464
2014-02-11,1.085152,-1.962005,-0.285589,-0.574531,-1.244298,1.652715,-0.305167,1.487408,0.146431,1.395327
2014-02-12,1.094359,-1.970491,-0.383581,-0.576429,-1.247452,1.697421,-0.324436,1.488082,0.141602,1.398489
2014-02-13,1.087617,-1.951982,-0.392829,-0.544265,-1.244716,1.65293,-0.265174,1.477664,0.139027,1.38681
2014-02-14,1.094319,-1.964228,-0.38073,-0.549309,-1.250318,1.689376,-0.299092,1.478495,0.148097,1.395299
2014-02-17,1.104832,-1.966882,-0.320353,-0.56074,-1.259923,1.718022,-0.341102,1.478964,0.149035,1.399005
2014-02-18,1.106783,-1.945662,-0.253264,-0.604073,-1.260698,1.742953,-0.358117,1.47838,0.151214,1.40539
2014-02-19,1.103209,-1.934359,-0.308995,-0.582239,-1.259166,1.717902,-0.310497,1.470084,0.15159,1.392811
2014-02-20,1.09546,-1.874882,-0.336333,-0.613526,-1.251862,1.723054,-0.287867,1.468839,0.148393,1.39541
2014-02-21,1.095766,-1.891757,-0.38894,-0.643617,-1.250117,1.709019,-0.319146,1.474222,0.147958,1.4007
2014-02-24,1.111466,-1.889435,-0.366329,-0.707832,-1.259573,1.706584,-0.392598,1.477313,0.141689,1.411832
2014-02-25,1.098851,-1.854716,-0.344562,-0.622673,-1.246806,1.628298,-0.337938,1.473813,0.136784,1.398518
2014-02-26,1.103567,-1.870373,-0.364206,-0.62576,-1.25334,1.666099,-0.341056,1.476207,0.13626,1.401817
2014-02-27,1.093864,-1.838416,-0.359971,-0.588371,-1.249753,1.628736,-0.317079,1.482361,0.121689,1.396687
2014-02-28,1.104336,-1.860554,-0.396052,-0.563212,-1.256147,1.689265,-0.346731,1.480775,0.121695,1.440634
2014-03-03,1.114446,-1.84791,-0.358321,-0.573549,-1.260696,1.747412,-0.377683,1.479851,0.115326,1.452215
2014-03-04,1.115046,-1.84166,-0.3279,-0.601568,-1.259736,1.746618,-0.363707,1.48622,0.095295,1.452626
2014-03-05,1.12297,-1.812195,-0.258673,-0.639471,-1.266035,1.738243,-0.362441,1.479688,0.093931,1.453255
2014-03-06,1.118276,-1.762728,-0.230695,-0.686853,-1.263052,1.726155,-0.368114,1.476062,0.100369,1.449224
2014-03-07,1.112761,-1.728989,-0.198715,-0.722281,-1.258728,1.733403,-0.365852,1.487122,0.100182,1.454802
2014-03-10,1.106034,-1.735619,-0.24868,-0.664663,-1.245583,1.647139,-0.321318,1.483971,0.104713,1.449408
2014-03-11,1.105853,-1.731944,-0.296789,-0.657767,-1.24352,1.661455,-0.30118,1.475788,0.106779,1.460428
2014-03-12,1.106791,-1.732663,-0.292033,-0.67712,-1.240781,1.667769,-0.293741,1.4629,0.108481,1.447045
2014-03-13,1.103998,-1.735023,-0.310444,-0.687881,-1.238964,1.662947,-0.289898,1.459071,0.113509,1.450035
2014-03-14,1.112152,-1.732182,-0.321312,-0.709703,-1.241189,1.646529,-0.297756,1.454705,0.113683,1.451791
2014-03-17,1.127216,-1.750109,-0.33577,-0.698858,-1.251851,1.709068,-0.326531,1.489345,0.123785,1.499078
2014-03-18,1.123656,-1.747903,-0.354509,-0.712972,-1.251934,1.70278,-0.345975,1.464599,0.121285,1.506404
2014-03-19,1.12733,-1.737809,-0.382715,-0.70459,-1.256422,1.740422,-0.333327,1.454696,0.123377,1.487706
2014-03-20,1.122781,-1.726346,-0.379756,-0.622844,-1.246377,1.669212,-0.302778,1.448024,0.120134,1.481041
2014-03-21,1.116647,-1.699022,-0.352842,-0.726147,-1.246899,1.68539,-0.284185,1.441389,0.161939,1.505036
2014-03-24,1.117882,-1.704306,-0.342727,-0.728693,-1.248784,1.70118,-0.244528,1.426661,0.182175,1.492121
