date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,0.792779,0.775173,-1.382455,0.080983,-0.928819,1.526441,-0.120639,1.474196,-1.479808,-0.149131
2014-01-03,0.788419,0.769265,-1.181774,-0.009481,-0.921361,1.52043,-0.187803,1.474339,-1.48418,-0.147275
2014-01-06,0.771994,0.796905,-1.297315,0.006265,-0.90104,1.541506,-0.193058,1.478041,-1.484491,-0.151861
2014-01-07,0.77787,0.789165,-1.272462,0.019474,-0.907544,1.532025,-0.208,1.482054,-1.483607,-0.14631
2014-01-08,0.775039,0.780907,-1.280432,-0.050974,-0.901761,1.521464,-0.234864,1.479073,-1.474947,-0.145574
2014-01-09,0.760483,0.785256,-1.35696,-0.065766,-0.884547,1.532874,-0.249926,1.489177,-1.47694,-0.151651
2014-01-10,0.750488,0.794138,-1.37823,0.037616,-0.870994,1.541625,-0.255281,1.488423,-1.480091,-0.15637
2014-01-13,0.758799,0.787324,-1.343209,0.023978,-0.880427,1.514184,-0.257082,1.421048,-1.47306,-0.15126
2014-01-14,0.762999,0.757997,-1.363321,-0.065309,-0.888374,1.523943,-0.275963,1.440722,-1.473381,-0.145056
2014-01-15,0.760379,0.742225,-1.330424,-0.117987,-0.884343,1.536119,-0.302579,1.457759,-1.472092,-0.13581
2014-01-16,0.763741,0.739424,-1.354707,-0.138085,-0.888343,1.538849,-0.302514,1.472983,-1.468287,-0.124022
2014-01-17,0.766709,0.742918,-1.380197,-0.178032,-0.890019,1.534383,-0.31802,1.465384,-1.472067,-0.122381
2014-01-20,0.769106,0.736228,-1.359129,-0.164009,-0.891094,1.533549,-0.324151,1.470006,-1.471936,-0.12289
2014-01-21,0.771708,0.7069,-1.261397,-0.168296,-0.894962,1.554152,-0.359079,1.500677,-1.473665,-0.121043
2014-01-22,0.775159,0.743398,-1.322729,-0.229363,-0.903135,1.53553,-0.367006,1.500792,-1.470331,-0.11894
