date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,1.056727,0.617582,-0.113314,-0.441062,-1.223969,0.003791,-0.377067,-0.01556,0.506138,1.099598
2014-01-03,1.053598,0.647097,-0.136934,-0.426154,-1.218225,0.032245,-0.388829,0.011606,0.507866,1.101133
2014-01-06,1.044724,0.639019,-0.025394,-0.466964,-1.212033,0.045007,-0.365906,0.018716,0.506809,1.09301
2014-01-07,1.050216,0.620764,-0.120184,-0.457112,-1.215135,0.066011,-0.397438,0.045648,0.508884,1.099198
2014-01-08,1.055348,0.618631,-0.054758,-0.528918,-1.21724,0.0535,-0.438137,0.037506,0.513747,1.099538
2014-01-09,1.049485,0.611895,-0.135035,-0.573651,-1.213758,0.048141,-0.444588,0.032096,0.512479,1.111246
2014-01-10,1.042878,0.577804,-0.316093,-0.537366,-1.207752,0.021135,-0.451841,-0.002038,0.504676,1.105624
2014-01-13,1.038513,0.58199,-0.364092,-0.530169,-1.202396,0.02136,-0.459262,0.000147,0.504917,1.095051
2014-01-14,1.046352,0.560208,-0.353948,-0.596007,-1.212174,0.024043,-0.483824,0.019769,0.507649,1.09683
2014-01-15,1.050916,0.546797,-0.384926,-0.683073,-1.215025,0.043957,-0.509543,0.042803,0.509692,1.106359
2014-01-16,1.051657,0.547029,-0.363083,-0.681092,-1.214782,0.020919,-0.481016,0.026489,0.50557,1.05967
2014-01-17,1.052416,0.569777,-0.380383,-0.686587,-1.214185,0.036083,-0.495269,0.045451,0.50759,1.062016
2014-01-20,1.051166,0.554349,-0.313156,-0.709604,-1.20971,0.015516,-0.488942,0.034145,0.514519,1.059728
2014-01-21,1.057894,0.507799,-0.364448,-0.652452,-1.215384,0.02662,-0.518256,0.053642,0.519221,1.065542
2014-01-22,1.058651,0.46067,-0.277411,-0.625438,-1.220024,0.037572,-0.526585,0.074629,0.519491,1.069534
2014-01-23,1.065028,0.448766,-0.260512,-0.662244,-1.224061,0.087646,-0.523724,0.137797,0.52286,1.078313
2014-01-24,1.070775,0.399794,-0.222504,-0.672148,-1.230721,0.123081,-0.529331,0.176008,0.522967,1.082863
2014-01-27,1.072104,0.450902,-0.198302,-0.651421,-1.230089,0.18213,-0.512635,0.245066,0.527124,1.085257
2014-01-28,1.070028,0.451272,-0.118324,-0.62675,-1.228549,0.162651,-0.516072,0.216304,0.526398,1.081597
2014-01-29,1.069842,0.457171,-0.160908,-0.632958,-1.228194,0.1576,-0.517274,0.208857,0.523438,1.080268
2014-01-30,1.072298,0.477025,-0.161759,-0.637905,-1.232624,0.187337,-0.484456,0.242488,0.525507,1.084116
2014-02-07,1.081152,0.373026,-0.2732,-0.644948,-1.236576,0.249566,-0.501019,0.328062,0.534323,1.095172
2014-02-10,1.084331,0.346258,-0.343308,-0.66345,-1.24213,0.253126,-0.518433,0.341347,0.535765,1.0981
2014-02-11,1.085152,0.360289,-0.374655,-0.66304,-1.244298,0.220773,-0.528127,0.304874,0.532992,1.090113
2014-02-12,1.094359,0.337281,-0.408418,-0.684896,-1.247452,0.242946,-0.54476,0.337241,0.531608,1.093134
2014-02-13,1.087617,0.338315,-0.370158,-0.703102,-1.244716,0.238462,-0.52207,0.323146,0.52593,1.081284
2014-02-14,1.094319,0.291589,-0.372951,-0.750955,-1.250318,0.269962,-0.532463,0.364239,0.527603,1.089926
2014-02-17,1.104832,0.293588,-0.31743,-0.751873,-1.259923,0.261042,-0.556444,0.36699,0.530327,1.093907
2014-02-18,1.106783,0.325008,-0.31858,-0.785171,-1.260698,0.300954,-0.565055,0.413472,0.53454,1.100349
2014-02-19,1.103209,0.34529,-0.310219,-0.839607,-1.259166,0.281673,-0.546942,0.390532,0.52912,1.087834
2014-02-20,1.09546,0.380627,-0.326326,-0.972016,-1.251862,0.296361,-0.537507,0.409109,0.523816,1.090095
2014-02-21,1.095766,0.366022,-0.297852,-0.940521,-1.250117,0.282716,-0.58145,0.385986,0.527154,1.095
2014-02-24,1.111466,0.377043,-0.328138,-0.931844,-1.259573,0.292664,-0.652636,0.401566,0.529666,1.105984
2014-02-25,1.098851,0.263872,-0.279178,-0.894553,-1.246806,0.267188,-0.641226,0.383541,0.523715,1.092733
2014-02-26,1.103567,0.253283,-0.294347,-0.912419,-1.25334,0.268108,-0.654918,0.386787,0.525917,1.095762
2014-02-27,1.093864,0.23016,-0.271934,-0.931638,-1.249753,0.2417,-0.642375,0.353537,0.522489,1.090033
2014-02-28,1.104336,0.212366,-0.348653,-0.952099,-1.256147,0.252419,-0.683488,0.364491,0.527127,1.125687
2014-03-03,1.114446,0.149078,-0.338143,-0.950174,-1.260696,0.297223,-0.72683,0.430964,0.522559,1.136887
2014-03-04,1.115046,0.143914,-0.407159,-0.953373,-1.259736,0.296275,-0.750174,0.430138,0.525051,1.136835
2014-03-05,1.12297,0.168058,-0.311327,-0.965138,-1.266035,0.32488,-0.759981,0.463277,0.5277,1.137746
2014-03-06,1.118276,0.191667,-0.283868,-0.915579,-1.263052,0.266009,-0.74692,0.404615,0.525585,1.133786
2014-03-07,1.112761,0.214856,-0.277067,-0.933461,-1.258728,0.323473,-0.748392,0.469924,0.521886,1.139129
2014-03-10,1.106034,0.14668,-0.362039,-0.977446,-1.245583,0.303433,-0.740498,0.440195,0.517863,1.133693
2014-03-11,1.105853,0.142365,-0.380196,-0.956489,-1.24352,0.304589,-0.724549,0.445578,0.517503,1.142125
2014-03-12,1.106791,0.138645,-0.366702,-0.938321,-1.240781,0.29744,-0.717183,0.439674,0.519951,1.129813
2014-03-13,1.103998,0.106326,-0.371051,-0.9277,-1.238964,0.321951,-0.726498,0.465151,0.516143,1.132297
2014-03-14,1.112152,0.122253,-0.416879,-0.911999,-1.241189,0.352454,-0.725668,0.499638,0.512758,1.134409
2014-03-17,1.127216,0.096441,-0.441296,-0.951634,-1.251851,0.381233,-0.759077,0.554896,0.523961,1.177057
2014-03-18,1.123656,0.084316,-0.429986,-0.994466,-1.251934,0.386817,-0.768324,0.559104,0.526518,1.180136
2014-03-19,1.12733,0.087644,-0.482182,-1.018217,-1.256422,0.389637,-0.764294,0.562919,0.52115,1.164992
2014-03-20,1.122781,0.00148,-0.487127,-0.929653,-1.246377,0.341251,-0.735222,0.514377,0.523331,1.156877
2014-03-21,1.116647,0.032546,-0.467169,-0.932614,-1.246899,0.330487,-0.714926,0.501691,0.505798,1.175288
2014-03-24,1.117882,0.057223,-0.442525,-0.872882,-1.248784,0.296867,-0.685113,0.473418,0.519931,1.163089
2014-03-25,1.116541,0.050037,-0.445218,-0.852917,-1.249775,0.311298,-0.687653,0.492402,0.533048,1.171863
2014-03-26,1.118812,0.053724,-0.453244,-0.871756,-1.254148,0.300136,-0.701402,0.473614,0.538007,1.218773
2014-03-27,1.109109,0.031778,-0.47279,-0.872936,-1.246667,0.27455,-0.672688,0.414547,0.534018,1.198284
2014-03-28,1.099242,0.011073,-0.469185,-0.875796,-1.242142,0.238955,-0.644133,0.341014,0.539649,1.189172
2014-03-31,1.084349,-0.002274,-0.479506,-0.897775,-1.227234,0.164446,-0.636431,0.301501,0.408171,1.189971
2014-04-01,1.09474,-0.021111,-0.51216,-0.909717,-1.234141,0.178251,-0.646906,0.328079,0.212607,1.193946
2014-04-02,1.090079,-0.012107,-0.512735,-0.898075,-1.232616,0.148569,-0.629786,0.286908,0.208782,1.187842
2014-04-03,1.093963,-0.014411,-0.565681,-0.894385,-1.233689,0.166617,-0.64756,0.309837,0.213278,1.192592
2014-04-04,1.0947,-0.040563,-0.494475,-0.837764,-1.234076,0.188545,-0.67023,0.33702,0.21785,1.197193
