date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,0.678075,1.040578,-0.517118,-0.827105,-0.775535,0.414691,-0.033058,0.839929,-1.06331,0.124242
2014-01-03,0.661648,1.065478,-0.476101,-0.838525,-0.750934,0.445069,-0.04536,0.866335,-1.065973,0.125799
2014-01-06,0.643279,1.095618,-0.522736,-0.946934,-0.72525,0.473489,-0.034938,0.896266,-1.068047,0.119981
2014-01-07,0.64715,1.084249,-0.523337,-0.928422,-0.730074,0.47356,-0.044306,0.899404,-1.067402,0.125173
2014-01-08,0.647607,1.078374,-0.473612,-0.981353,-0.728934,0.463454,-0.059291,0.877315,-1.062577,0.12576
2014-01-09,0.633408,1.082167,-0.562033,-0.998924,-0.710282,0.473229,-0.060016,0.896555,-1.062758,0.120242
2014-01-10,0.619935,1.102045,-0.662006,-0.926325,-0.690459,0.49069,-0.057747,0.909342,-1.066567,0.115388
2014-01-13,0.622213,1.100261,-0.654333,-0.947369,-0.692059,0.484133,-0.060907,0.906094,-1.065554,0.120254
2014-01-14,0.646167,1.13972,-0.698817,-1.104279,-0.728637,0.441899,-0.079515,0.864977,-1.065248,0.126183
2014-01-15,0.645854,1.120101,-0.706683,-1.116995,-0.727816,0.449207,-0.098443,0.880641,-1.064554,0.135761
2014-01-16,0.657039,1.116649,-0.719782,-1.123916,-0.743397,0.428205,-0.102286,0.867916,-1.059039,0.146912
2014-01-17,0.654508,1.136908,-0.753487,-1.093073,-0.737357,0.444149,-0.121583,0.879916,-1.061398,0.148732
2014-01-20,0.661804,1.12297,-0.794969,-1.107836,-0.745987,0.42929,-0.131341,0.866229,-1.059766,0.148253
2014-01-21,0.676444,1.12273,-0.785283,-1.074032,-0.767254,0.413491,-0.162499,0.860249,-1.056451,0.150203
2014-01-22,0.671639,1.091053,-0.765864,-0.943407,-0.764129,0.418907,-0.175231,0.871493,-1.054544,0.152521
2014-01-23,0.674998,1.085656,-0.852507,-0.918649,-0.768798,0.425319,-0.20288,0.892464,-1.051341,0.159095
2014-01-24,0.665807,1.047612,-0.789457,-0.941473,-0.758498,0.453118,-0.223034,0.927863,-1.047804,0.162331
2014-01-27,0.656038,1.069585,-0.816572,-1.062257,-0.745471,0.489249,-0.240327,0.972837,-1.045897,0.162551
2014-01-28,0.657783,1.069455,-0.744299,-0.960826,-0.747753,0.478246,-0.25322,0.961699,-1.043219,0.157956
2014-01-29,0.658714,1.045933,-0.736993,-1.024434,-0.749273,0.481116,-0.262849,0.957989,-1.037285,0.158798
2014-01-30,0.648798,1.067777,-0.7463,-1.089502,-0.737565,0.51413,-0.251016,0.992516,-1.040187,0.161384
2014-02-07,0.651602,1.03808,-0.805001,-1.095657,-0.741221,0.518618,-0.265683,0.987296,-1.031758,0.194445
2014-02-10,0.657852,1.052568,-0.856283,-1.094419,-0.753154,0.49943,-0.277263,0.99116,-1.028709,0.198
2014-02-11,0.653676,1.052673,-0.913793,-1.166232,-0.747757,0.509313,-0.290528,1.001917,-1.03118,0.191971
2014-02-12,0.660664,1.03744,-0.891134,-1.150788,-0.755349,0.517989,-0.29855,1.017103,-1.026455,0.195404
2014-02-13,0.659398,1.013521,-0.834404,-1.184094,-0.753196,0.512365,-0.282919,1.000466,-1.029675,0.187282
2014-02-14,0.654349,0.968554,-0.860671,-1.187719,-0.747522,0.537664,-0.280709,1.041093,-1.029659,0.193468
2014-02-17,0.657714,0.941696,-0.889117,-1.160283,-0.754377,0.539671,-0.283653,1.05046,-1.025962,0.198103
2014-02-18,0.653219,0.946223,-0.875973,-1.177409,-0.748379,0.559513,-0.27997,1.077638,-1.022965,0.203329
2014-02-19,0.635539,0.936146,-0.776264,-1.275239,-0.7228,0.604207,-0.257677,1.133871,-1.026935,0.194577
2014-02-20,0.634228,0.902894,-0.753672,-1.320015,-0.717787,0.594957,-0.228647,1.124552,-1.034906,0.192985
2014-02-21,0.635614,0.903304,-0.731382,-1.358044,-0.719635,0.594207,-0.233433,1.112817,-1.026264,0.200393
2014-02-24,0.631357,0.946254,-0.756085,-1.279338,-0.71292,0.63269,-0.251428,1.13885,-1.012565,0.212044
2014-02-25,0.643859,0.709045,-0.708772,-1.235212,-0.726771,0.587808,-0.227338,1.084878,-1.01674,0.202036
2014-02-26,0.648418,0.704459,-0.669603,-1.226479,-0.735294,0.594276,-0.219739,1.091788,-1.010663,0.203086
2014-02-27,0.625575,0.750081,-0.581545,-1.186385,-0.703812,0.655829,-0.202604,1.154297,-1.012433,0.198414
2014-02-28,0.672029,0.844166,-0.593534,-1.085843,-0.767584,0.548305,-0.192978,1.034948,-1.009776,0.199064
2014-03-03,0.644829,0.724805,-0.52263,-1.015212,-0.730253,0.627812,-0.199183,1.158189,-0.990917,0.214155
2014-03-04,0.637658,0.720883,-0.554037,-1.085334,-0.720114,0.660916,-0.1882,1.192374,-0.98649,0.214748
2014-03-05,0.643817,0.715494,-0.437518,-1.061867,-0.730181,0.667139,-0.201205,1.183286,-0.98159,0.215279
2014-03-06,0.646925,0.720934,-0.40754,-1.141541,-0.734001,0.652144,-0.184244,1.176633,-0.992208,0.213264
2014-03-07,0.627706,0.719929,-0.388942,-1.131006,-0.70615,0.692739,-0.187955,1.22828,-0.997919,0.216708
2014-03-10,0.626452,0.651472,-0.433236,-1.110033,-0.69737,0.686756,-0.171634,1.220035,-0.99159,0.21398
2014-03-11,0.6161,0.634767,-0.434832,-1.069046,-0.680824,0.718333,-0.158544,1.266207,-0.988608,0.195466
2014-03-12,0.623341,0.631136,-0.459732,-1.096007,-0.688861,0.703837,-0.142429,1.262769,-0.980378,0.18809
2014-03-13,0.619135,0.63744,-0.442355,-1.116418,-0.683891,0.691541,-0.145301,1.245871,-0.982776,0.188112
2014-03-14,0.625674,0.640165,-0.498236,-1.127208,-0.691354,0.693094,-0.140037,1.244206,-0.986235,0.188031
2014-03-17,0.646839,0.653717,-0.512224,-1.189811,-0.722924,0.6873,-0.153122,1.256553,-0.960907,0.20154
2014-03-18,0.637334,0.640971,-0.511504,-1.222165,-0.711036,0.679699,-0.164958,1.248132,-0.959196,0.1945
2014-03-19,0.647275,0.642454,-0.545726,-1.228987,-0.72636,0.68294,-0.16529,1.247746,-0.967707,0.197723
2014-03-20,0.656495,0.556665,-0.618832,-1.174095,-0.732153,0.656317,-0.160456,1.220447,-0.965368,0.191141
2014-03-21,0.650612,0.555127,-0.557665,-1.129886,-0.726064,0.661089,-0.162551,1.226636,-0.969544,0.186997
2014-03-24,0.652968,0.579193,-0.551363,-1.115203,-0.729436,0.655416,-0.149607,1.233008,-0.959852,0.174709
2014-03-25,0.642213,0.576857,-0.580303,-1.118846,-0.716862,0.68265,-0.164128,1.274887,-0.94349,0.173928
2014-03-26,0.641017,0.57686,-0.578615,-1.155249,-0.717631,0.682656,-0.174857,1.254002,-0.92571,0.171164
2014-03-27,0.638169,0.556338,-0.607125,-1.101826,-0.712157,0.67273,-0.169373,1.21945,-0.913846,0.156278
2014-03-28,0.650624,0.506263,-0.717322,-1.092357,-0.729339,0.619903,-0.157381,1.129227,-0.917358,0.149629
2014-03-31,0.639982,0.493855,-0.594339,-1.107555,-0.712299,0.69797,-0.165785,1.293583,-0.882142,0.145929
2014-04-01,0.646618,0.486389,-0.652481,-1.096962,-0.721488,0.695837,-0.179419,1.28807,-0.766786,0.196897
2014-04-02,0.659551,0.499425,-0.696471,-1.125626,-0.740567,0.65451,-0.170753,1.250696,-0.76341,0.190433
2014-04-03,0.659403,0.503036,-0.719745,-1.103191,-0.739404,0.664788,-0.154787,1.257615,-0.759025,0.189566
2014-04-04,0.655541,0.490308,-0.699813,-1.133371,-0.734367,0.671511,-0.170785,1.26909,-0.754423,0.192761
2014-04-08,0.640075,0.467215,-0.772523,-1.046469,-0.708994,0.683873,-0.162034,1.274551,-0.7565,0.184753
2014-04-09,0.650511,0.472654,-0.806929,-1.057423,-0.725138,0.665214,-0.152532,1.252629,-0.709342,0.190123
2014-04-10,0.726268,0.676143,-0.869353,-0.668749,-0.828312,0.433195,0.00842,0.966559,-0.709852,0.186139
2014-04-11,0.73203,0.676892,-0.876414,-0.685274,-0.836994,0.420088,0.145977,0.948749,-0.707135,0.184921
2014-04-14,0.712006,0.655588,-0.87451,-0.68989,-0.811223,0.481628,0.184289,1.027835,-0.692901,0.190655
2014-04-15,0.698456,0.704169,-0.875195,-0.689349,-0.789596,0.527834,0.205354,1.089458,-0.688283,0.197309
2014-04-16,0.699925,0.705781,-0.815909,-0.72824,-0.792649,0.529232,0.225923,1.096764,-0.685297,0.198456
2014-04-17,0.679593,0.711497,-0.827473,-0.742181,-0.764016,0.585683,0.239035,1.158097,-0.674179,0.202263
2014-04-18,0.691964,0.712349,-0.840772,-0.757381,-0.780428,0.563692,0.254571,1.127041,-0.671755,0.203908
2014-04-21,0.67489,0.752218,-0.844916,-0.691876,-0.756557,0.58858,0.268822,1.154376,-0.654517,0.213774
2014-04-22,0.670633,0.75784,-0.866277,-0.706794,-0.751881,0.590728,0.288406,1.136825,-0.655526,0.205208
