date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,1.056727,-1.827855,0.469801,1.293036,-1.223969,-1.96167,-0.390817,-1.662885,-0.58712,-1.562273
2014-01-03,1.053598,-1.832492,0.422965,1.193943,-1.218225,-1.95214,-0.371981,-1.655264,-0.588516,-1.559416
2014-01-06,1.044724,-1.617846,0.490169,1.103287,-1.212033,-1.925102,-0.349726,-1.635681,-0.590642,-1.560766
2014-01-07,1.050216,-1.580677,0.392486,1.1145,-1.215135,-1.930933,-0.332402,-1.649081,-0.589458,-1.55324
2014-01-08,1.055348,-1.582725,0.458339,1.09203,-1.21724,-1.913479,-0.353555,-1.637299,-0.584735,-1.551979
2014-01-09,1.049485,-1.59003,0.465413,1.054626,-1.213758,-1.917059,-0.336071,-1.649955,-0.585364,-1.565601
2014-01-10,1.042878,-1.482138,0.522529,1.000093,-1.207752,-1.905464,-0.33504,-1.63892,-0.589965,-1.570031
2014-01-13,1.038513,-1.456201,0.678581,0.96527,-1.202396,-1.903554,-0.346876,-1.625382,-0.589162,-1.559395
2014-01-14,1.031368,-1.515722,0.748972,0.990739,-1.197661,-1.890016,-0.372959,-1.600536,-0.588108,-1.550731
2014-01-15,1.050916,-1.471568,0.685969,1.149612,-1.215025,-1.899036,-0.371573,-1.625285,-0.587268,-1.542636
2014-01-16,1.051657,-1.468275,0.946442,1.153272,-1.214782,-1.898956,-0.38997,-1.616452,-0.584211,-1.511292
2014-01-17,1.052416,-1.406851,0.98295,1.065407,-1.214185,-1.873996,-0.42169,-1.595278,-0.58553,-1.510569
2014-01-20,1.050309,-1.373513,0.865337,1.03123,-1.208901,-1.877083,-0.424638,-1.593,-0.583634,-1.510761
2014-01-21,1.049636,-1.393145,1.044787,1.029491,-1.207665,-1.873547,-0.456076,-1.581945,-0.579724,-1.509439
2014-01-22,1.043267,-1.395761,1.225386,0.989208,-1.20558,-1.87949,-0.497928,-1.579675,-0.577814,-1.507813
2014-01-23,1.013743,-1.416173,1.016636,1.00348,-1.175371,-1.85557,-0.525414,-1.542549,-0.575019,-1.502079
2014-01-24,1.017567,-1.417,0.869089,0.963393,-1.180753,-1.858594,-0.532947,-1.545591,-0.572558,-1.499282
2014-01-27,1.018797,-1.399362,1.039195,0.976761,-1.180537,-1.860343,-0.554094,-1.538732,-0.570758,-1.49574
2014-01-28,1.024346,-1.40099,0.95725,0.969903,-1.186102,-1.864313,-0.550038,-1.554127,-0.569087,-1.498012
2014-01-29,1.047829,-1.351662,1.043304,0.958207,-1.208154,-1.859107,-0.555624,-1.562883,-0.565699,-1.496847
2014-01-30,1.06821,-1.368158,0.99454,0.933239,-1.228978,-1.863748,-0.546232,-1.568376,-0.567384,-1.495841
2014-02-07,1.050897,-1.422741,1.10025,0.994368,-1.20969,-1.846798,-0.590654,-1.537053,-0.559693,-1.48742
2014-02-10,1.04965,-1.401108,1.087135,0.933701,-1.211429,-1.845715,-0.614871,-1.533859,-0.557357,-1.481745
2014-02-11,1.048779,-1.399413,1.017626,0.869003,-1.211964,-1.855521,-0.62755,-1.543849,-0.559892,-1.486789
2014-02-12,1.051241,-1.411212,1.141323,0.846981,-1.209792,-1.850886,-0.657691,-1.536396,-0.557118,-1.484619
2014-02-13,1.031445,-1.304173,1.107493,0.834499,-1.19397,-1.856754,-0.644569,-1.540495,-0.561066,-1.495518
2014-02-14,1.057551,-1.239506,1.166098,0.781101,-1.21818,-1.864706,-0.668508,-1.549844,-0.560751,-1.488282
2014-02-17,1.048348,-1.281093,1.068025,0.792814,-1.210831,-1.851113,-0.705056,-1.524818,-0.55759,-1.481805
2014-02-18,1.018413,-1.215634,0.973501,0.760151,-1.182362,-1.836607,-0.722647,-1.497662,-0.554128,-1.478401
2014-02-19,1.007289,-1.226863,0.876314,0.737505,-1.172433,-1.846237,-0.722988,-1.505849,-0.558465,-1.485737
2014-02-20,1.008727,-1.195393,1.107316,0.731376,-1.172366,-1.861877,-0.724602,-1.509407,-0.565788,-1.491765
2014-02-21,1.035638,-1.2529,1.009308,0.702716,-1.196543,-1.851744,-0.721575,-1.523117,-0.558656,-1.487712
2014-02-24,1.111466,-1.414825,0.911097,0.728247,-1.259573,-1.848525,-0.701991,-1.543384,-0.549053,-1.478148
2014-02-25,1.098851,-1.197589,0.844207,0.70218,-1.246806,-1.86321,-0.686213,-1.56572,-0.554173,-1.489406
2014-02-26,1.098058,-1.205364,0.795925,0.662513,-1.248735,-1.863974,-0.682525,-1.555863,-0.548916,-1.489137
2014-02-27,1.015634,-0.979296,0.688563,0.796299,-1.178168,-1.833489,-0.636274,-1.500956,-0.550869,-1.498676
2014-02-28,1.06278,-0.869575,0.574755,0.74601,-1.219976,-1.855359,-0.62907,-1.526338,-0.548032,-1.524091
2014-03-03,1.052989,-0.892456,0.465932,0.725489,-1.207844,-1.841991,-0.654045,-1.509875,-0.536961,-1.516581
2014-03-04,1.013428,-0.875808,0.442032,0.83558,-1.169772,-1.820521,-0.65115,-1.465697,-0.532791,-1.518566
2014-03-05,1.008743,-0.835967,0.360614,0.830687,-1.165674,-1.823435,-0.651879,-1.455613,-0.52862,-1.516559
2014-03-06,0.992494,-0.81413,0.375892,0.816141,-1.150146,-1.819256,-0.654218,-1.447085,-0.536135,-1.520412
2014-03-07,1.010067,-0.800935,0.372052,0.797502,-1.167242,-1.818533,-0.633444,-1.455004,-0.541211,-1.517664
2014-03-10,1.045588,-0.983228,0.366242,0.9747,-1.19303,-1.830073,-0.604141,-1.49333,-0.538202,-1.520669
2014-03-11,1.100348,-0.953766,0.38325,1.005088,-1.238966,-1.863017,-0.560068,-1.545071,-0.536127,-1.516262
2014-03-12,1.094039,-0.956597,0.394973,0.953488,-1.230215,-1.875175,-0.534153,-1.556962,-0.529328,-1.517119
2014-03-13,1.07998,-0.975772,0.349411,0.934086,-1.218818,-1.865315,-0.538397,-1.551612,-0.531604,-1.516816
2014-03-14,1.069025,-0.945875,0.355722,0.922491,-1.205193,-1.8585,-0.544465,-1.534487,-0.535184,-1.513515
2014-03-17,1.073099,-0.969769,0.3895,0.883674,-1.207987,-1.840404,-0.553484,-1.499075,-0.515593,-1.512471
2014-03-18,1.044154,-0.974308,0.342297,0.882039,-1.18524,-1.836003,-0.550419,-1.495235,-0.513244,-1.529295
2014-03-19,1.046664,-0.96363,0.276065,0.858398,-1.189257,-1.852497,-0.547317,-1.494108,-0.521235,-1.525377
2014-03-20,1.039915,-0.841462,0.270612,0.825424,-1.176378,-1.865475,-0.521658,-1.505588,-0.519417,-1.538783
2014-03-21,1.04003,-0.798993,0.256308,0.761201,-1.181154,-1.890815,-0.516132,-1.518874,-0.523407,-1.552625
2014-03-24,1.029143,-0.805425,0.336246,0.732834,-1.171803,-1.918044,-0.522826,-1.530961,-0.511966,-1.56388
2014-03-25,1.023522,-0.809261,0.475473,0.695043,-1.168836,-1.921496,-0.554798,-1.528987,-0.495976,-1.56045
