date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,0.940656,1.952819,0.634624,0.049474,-1.105092,-0.617284,0.471976,-0.875017,-1.361732,0.586644
2014-01-03,0.970183,1.869725,0.672558,0.132419,-1.134614,-0.666132,0.48325,-0.920762,-1.364723,0.588042
2014-01-06,0.954082,1.856513,0.367842,0.174545,-1.119114,-0.642987,0.434523,-0.899571,-1.364837,0.58099
2014-01-07,0.934554,1.815221,0.171074,0.191851,-1.095959,-0.601883,0.392223,-0.858597,-1.365725,0.585827
2014-01-08,0.937334,1.807727,0.128731,0.201759,-1.096526,-0.602975,0.366262,-0.859123,-1.360672,0.586367
2014-01-09,0.939998,1.751634,0.173522,0.197607,-1.101384,-0.624329,0.380428,-0.87569,-1.360447,0.584917
2014-01-10,0.91818,1.787331,0.122391,0.110173,-1.076971,-0.600292,0.390279,-0.864265,-1.365991,0.580096
2014-01-13,0.864713,1.834209,0.159978,0.154183,-1.013435,-0.516843,0.398588,-0.792554,-1.366553,0.581666
2014-01-14,0.858349,1.73425,0.10479,0.195193,-1.008259,-0.491133,0.397993,-0.761195,-1.367302,0.586412
2014-01-15,0.851285,1.702909,0.004852,0.138629,-0.998908,-0.468843,0.389298,-0.733689,-1.366085,0.596287
2014-01-16,0.895615,1.698891,0.034605,0.106288,-1.050704,-0.540777,0.418555,-0.796607,-1.361236,0.595456
2014-01-17,0.889548,1.735594,0.005886,0.086613,-1.041836,-0.515332,0.416306,-0.776056,-1.365215,0.59767
2014-01-20,0.867977,1.760272,0.084866,0.069586,-1.013999,-0.481925,0.419639,-0.747458,-1.358742,0.59684
2014-01-21,0.911375,1.839119,0.010974,0.02509,-1.064301,-0.538052,0.426722,-0.79755,-1.357408,0.599205
2014-01-22,0.918485,1.872533,-0.130527,0.099892,-1.076174,-0.557654,0.429005,-0.808152,-1.357587,0.601704
2014-01-23,0.92854,1.869665,-0.071616,0.03947,-1.086312,-0.559374,0.422136,-0.804532,-1.353567,0.608529
2014-01-24,0.945394,1.893047,-0.1216,0.035903,-1.106544,-0.58367,0.416861,-0.820939,-1.348632,0.61181
2014-01-27,0.959822,1.861682,-0.37682,-0.00898,-1.120948,-0.600264,0.396089,-0.837547,-1.344934,0.611118
2014-01-28,0.962626,1.864569,-0.42089,-0.071549,-1.12399,-0.608966,0.386931,-0.85411,-1.341722,0.60646
2014-01-29,0.952023,1.817502,-0.364858,-0.094365,-1.112772,-0.582525,0.377592,-0.832511,-1.33487,0.607235
2014-01-30,0.944538,1.826313,-0.469005,-0.054364,-1.107128,-0.564823,0.392234,-0.813191,-1.338281,0.610279
2014-02-07,0.972524,1.848212,-0.191009,-0.124156,-1.133753,-0.59641,0.367918,-0.831199,-1.326852,0.586101
2014-02-10,0.975048,1.805809,-0.043128,-0.140298,-1.139335,-0.602279,0.35345,-0.827962,-1.321785,0.589248
2014-02-11,0.955994,1.791523,-0.090094,-0.041589,-1.120679,-0.577679,0.344345,-0.8133,-1.325738,0.582839
2014-02-12,0.971145,1.782774,-0.192503,-0.066447,-1.132503,-0.58249,0.329232,-0.817016,-1.319683,0.586496
2014-02-13,0.944383,1.823283,-0.16546,-0.043056,-1.106284,-0.551745,0.34304,-0.798269,-1.323576,0.57887
2014-02-14,0.931207,1.743836,-0.12482,-0.030989,-1.092653,-0.521832,0.324555,-0.762453,-1.324421,0.584853
2014-02-17,0.992963,1.901494,-0.192494,-0.113707,-1.158051,-0.606131,0.339961,-0.83052,-1.321155,0.589153
