date,size,beta,momentum,residual_volatility,non_linear_size,book_to_price_ratio,liquidity,earnings_yield,growth,leverage
2014-01-02,0.381714,0.49164,-0.465959,-0.145588,-0.328058,0.850912,0.232041,1.474196,-0.043319,1.44712
2014-01-03,0.370884,0.509809,-0.390498,-0.090896,-0.309378,0.868274,0.219068,1.474339,-0.04322,1.447158
2014-01-06,0.337268,0.659788,-0.409898,-0.094708,-0.254097,0.943725,0.227468,1.478041,-0.045701,1.436773
2014-01-07,0.347331,0.658856,-0.455973,-0.156591,-0.270692,0.922508,0.221306,1.482054,-0.043855,1.439722
2014-01-08,0.344437,0.649423,-0.37335,-0.214926,-0.265077,0.916406,0.211055,1.486106,-0.039103,1.439477
2014-01-09,0.345754,0.621508,-0.146957,-0.190106,-0.268401,0.886617,0.186066,1.489177,-0.040366,1.435796
2014-01-10,0.359427,0.565844,0.081567,-0.210767,-0.290312,0.829588,0.144723,1.456076,-0.045766,1.430234
2014-01-13,0.314422,0.608081,-0.006421,-0.137478,-0.215078,0.960258,0.142332,1.495349,-0.044923,1.434748
2014-01-14,0.304316,0.530045,-0.147673,-0.12701,-0.199869,1.008018,0.125939,1.493237,-0.043125,1.439578
2014-01-15,0.311106,0.511036,-0.076927,-0.110285,-0.21098,0.990833,0.127421,1.503154,-0.041887,1.450684
2014-01-16,0.308463,0.504842,-0.150706,-0.145708,-0.206706,1.009108,0.130553,1.500033,-0.041902,1.461792
2014-01-17,0.330444,0.448828,-0.138139,-0.076308,-0.23957,0.947107,0.131208,1.506995,-0.041771,1.464326
2014-01-20,0.351409,0.411533,-0.248245,-0.127334,-0.272979,0.892865,0.131394,1.503334,-0.03956,1.464218
2014-01-21,0.344489,0.34137,-0.127817,-0.103298,-0.263488,0.934645,0.108884,1.500677,-0.035277,1.466276
2014-01-22,0.369941,0.51292,-0.126691,-0.082883,-0.307483,0.858203,0.120536,1.503467,-0.033235,1.469371
2014-01-23,0.360098,0.499014,-0.104113,-0.02686,-0.292357,0.899835,0.100818,1.506049,-0.030541,1.476429
2014-01-24,0.368571,0.506795,-0.226113,-0.06978,-0.308958,0.882285,0.086766,1.505274,-0.029497,1.480199
2014-01-27,0.361319,0.528133,-0.234875,-0.088103,-0.298882,0.917504,0.076821,1.497705,-0.027657,1.477257
